Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Tasman,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2022,34.21,Kilotonnes,Carbon dioxide equivalents
Tasman,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2023,35.73,Kilotonnes,Carbon dioxide equivalents
Tasman,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2024,36.18,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2007,82.87,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2008,80.6,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2009,77.6,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2010,84.35,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2011,86.29,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2012,82.04,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2013,86.91,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2014,83.97,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2015,83.01,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2016,81.78,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2017,94.36,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2018,100.85,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2019,98.94,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2020,84.89,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2021,88.41,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2022,88.85,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2023,100.22,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2024,98.14,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2007,261.94,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2008,267.52,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2009,252.3,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2010,268.16,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2011,280.39,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2012,276.21,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2013,276.76,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2014,273.46,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2015,265.93,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2016,254.37,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2017,271.19,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2018,276.09,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2019,272.94,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2020,263.52,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2021,290.56,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2022,291.27,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2023,308.49,Kilotonnes,Carbon dioxide equivalents
Waikato,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2024,310.62,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2007,728.74,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2008,736.1,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2009,661.63,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2010,643.19,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2011,628.13,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2012,594.38,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2013,611.11,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2014,578.86,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2015,610.39,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2016,566.62,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2017,558.75,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2018,571.87,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2019,579.8,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2020,377.38,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2021,381.09,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2022,400.9,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2023,475.79,Kilotonnes,Carbon dioxide equivalents
Wellington,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2024,489.57,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2007,35.95,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2008,36.75,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2009,35.6,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2010,37.64,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2011,41.86,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2012,40.3,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2013,40.16,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2014,41.08,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2015,38.03,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2016,33.44,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2017,33.82,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2018,35.02,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2019,34.44,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2020,30.38,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2021,31.39,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2022,35.63,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2023,37.27,Kilotonnes,Carbon dioxide equivalents
West Coast,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,2024,34.19,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,2521.22,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,2487.16,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,2175.84,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,2080.97,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,2099.09,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,2136.46,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,2114.47,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,2129.66,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,2330,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,2547.2,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,2646.28,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,2826.68,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,2891.05,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,1422.07,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,1014.01,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,1591.24,Kilotonnes,Carbon dioxide equivalents
Auckland,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,2522.88,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,44.14,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,46.77,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,43.26,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,43.99,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,42.39,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,36.97,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,39.77,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,37.42,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,34.71,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,35.39,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,37.03,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,40.72,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,39.64,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,29.42,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,37.66,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,41.98,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,52.82,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,777.84,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,789.28,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,687.71,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,636.87,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,558.12,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,483.86,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,485.45,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,490.69,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,522.98,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,520.01,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,547.75,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,555.97,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,509.42,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,255.39,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,254.17,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,337.21,Kilotonnes,Carbon dioxide equivalents
Canterbury,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,461.29,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,13.84,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,13.83,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,13.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,13.13,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,13.42,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,10.42,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,8.8,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,8.34,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,8.72,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,7.95,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,7.66,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,8.03,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,8.09,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,6.61,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,8.04,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,9.59,Kilotonnes,Carbon dioxide equivalents
Gisborne,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,11.8,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,21.27,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,22.87,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,21.38,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,21.39,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,22.91,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,19.72,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,20.39,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,21.25,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,22.89,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,26.9,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,32.01,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,35.44,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,33.77,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,23.89,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,28.28,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,33.78,Kilotonnes,Carbon dioxide equivalents
Hawke's Bay,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,42.38,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,43.99,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,46.05,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,42.05,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,39.26,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,42.22,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,34.72,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,37.58,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,36.77,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,37.26,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2016,37.62,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2017,38.83,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2018,40.31,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2019,38.75,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2020,28.3,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2021,32.79,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2022,38.29,Kilotonnes,Carbon dioxide equivalents
Manawatu-Whanganui,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2023,48.04,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2007,12.73,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2008,13.25,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2009,12.4,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2010,12.09,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2011,12.56,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2012,10.42,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2013,10.82,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2014,10.21,Kilotonnes,Carbon dioxide equivalents
Marlborough,"Transport, postal, and warehousing","Air, space, scenic, and other transport",Total,Carbon dioxide equivalents,2015,10.54,Kilotonnes,Carbon dioxide equivalents
