Region,Anzsic_descriptor,Sub_industry,Household_category,Gas,Year,Data_value,Units,Magnitude
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,11.08,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,13.17,Kilotonnes,Carbon dioxide equivalents
Taranaki,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2023,11.37,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,83.02,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,77.17,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,78.75,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,75.98,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,76.79,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,76.13,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,91.46,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,101.12,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,91.84,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,95.14,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,64.24,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,82.02,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,83.68,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,89.62,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,86.29,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,71.76,Kilotonnes,Carbon dioxide equivalents
Tasman/Nelson,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2023,74.37,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,108.1,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,117.5,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,95.7,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,98.53,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,103.06,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,92.89,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,119.13,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,103.6,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,96.3,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,83.82,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,89.41,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,83.1,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,81.69,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,90.18,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,91.46,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,86.03,Kilotonnes,Carbon dioxide equivalents
Waikato,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2023,85.1,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,38.13,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,37.52,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,33.11,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,31.96,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,40.19,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,33.26,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,29.45,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,37.63,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,31.01,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,30.11,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,23.03,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,28.89,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,24.33,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,28.52,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,25.39,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,21.25,Kilotonnes,Carbon dioxide equivalents
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2023,22.52,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2007,11.21,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2008,9.47,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2009,8.86,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2010,9.01,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2011,8.15,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2012,7.96,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2013,12.65,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2014,8.11,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2015,11.03,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2016,6.66,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2017,7.73,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2018,6.8,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2019,7.29,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2020,8.31,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2021,7.67,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2022,7.87,Kilotonnes,Carbon dioxide equivalents
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,2023,8.18,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2007,988.68,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2008,962.15,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2009,865.61,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2010,881.92,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2011,899.59,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2012,962.89,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2013,933.8,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2014,865.38,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2015,901.21,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2016,930.21,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2017,990.31,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2018,908.28,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2019,906.43,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2020,870.34,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2021,855.73,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2022,751.81,Kilotonnes,Carbon dioxide equivalents
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,2023,760.89,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2007,1527.39,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2008,1497.07,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2009,1478.46,Kilotonnes,Carbon dioxide equivalents
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,2010,1426.65,Kilotonnes,Carbon dioxide equivalents
